ascl_id	credit	described_in	citation_method
1411.014	Druckmüller, Miloslav	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJS..207...25D";}	
1411.018	GPI instrument collaboration	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014SPIE.9147E..3JP";}	Please cite one of the following: http://adsabs.harvard.edu/abs/2014SPIE.9147E..3JP, http://adsabs.harvard.edu/abs/2012SPIE.8451E..3GM, or http://adsabs.harvard.edu/abs/2010SPIE.7735E.102M
1411.019	Alexander, Paul; Waldram, Elizabeth; Titterington, David; Rees, Nick	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1991ASPC...19..128T";}	
1411.021	Rees, Nick; Alexander, Paul; Titterington, David; Warner, Peter	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1991ASPC...19..128T";}	
1411.023	Warren-Smith, Rodney F.; Berry, David S.; Jenness, Tim; Draper, Peter W.		http://adsabs.harvard.edu/abs/2015A&C....12..146J
1411.017	Kipping, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.444.2263K";}	
1411.016	Kipping, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...785L..32K";}	
1411.015	Béky, Bence	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.442.3686B";}	http://adsabs.harvard.edu/abs/2014MNRAS.442.3686B
1504.009	Kruse, Ethan; Agol, Eric		http://adsabs.harvard.edu/abs/2014Sci...344..275K
1412.009	Altay, Gabriel; Theuns, Tom	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.434..748A";}	
1412.001	Serra, Paolo; Westmeier, Tobias; Giese, Nadine; Jurek, Russell; Flöer, Lars; Popping, Attila; Winkel, Benjamin; van der Hulst, Thijs; Meyer, Martin; Koribalski, Bärbel; Staveley-Smith, Lister; Courtois, Hélène	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2015MNRAS.448.1922S";}	
1412.007	Cui, Weiguang	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.441.1769C";}	
1412.011	TraP contributors	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....11...25S";}	http://adsabs.harvard.edu/abs/2015A%26C....11...25S and http://adsabs.harvard.edu/abs/2014ascl.soft12011T
1412.006	Murray, Steven	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....3...23M";}	
1412.004	Kaasalainen, Mikko; Ďurech, Josef; Sidorin, Vojtěch	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2010A%26A...513A..46D";}	
1412.003	Deeg, Hans J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2009IAUS..253..388D";}	
1412.002	Walkowicz, Lucianne; Thomas, Michael; Finkestein, Adam	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJS..205...17W";}	
1412.013	Armengaud, Eric; Sigl, Günter; Beau, Tristan; Miniati, Francesco	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007APh....28..463A";}	
1412.014	Reimer, A.; Engel, Ralph; Rachen, J. P.; Protheroe, R. J.; Stanev, Todor	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000CoPhC.124..290M";}	http://adsabs.harvard.edu/abs/2000CoPhC.124..290M
1501.007	Carpintero, Daniel; Darriba, Luciano; Maffione, Nicolás	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26C.....5...19C";}	
1501.006	Bates, S. D.; Lorimer, D. R.; Rane, A.; Swiggum, J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.439.2893B";}	
1501.001	Amara, Adam; Quanz, Sascha P.; Akeret, Joel	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.427..948A";}	Please see citation information here: https://pynpoint.readthedocs.io/en/latest/about.html#attribution
1501.002	Rossi, Luca J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.446.3389R";}	
1504.010	Wainwright, Carroll L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012CoPhC.183.2006W";}	http://adsabs.harvard.edu/abs/2012CoPhC.183.2006W
1711.016	Maret, Sébastien		http://doi.org/10.5281/zenodo.13823
1501.005	Mosenkov, A. V.; Savchenko, Sergey	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014AstBu..69...99M";}	
1606.002	Jenness, T.; Berry, D. S.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ASPC..475..307J";}	http://adsabs.harvard.edu/abs/2013ASPC..475..307J
1502.022	Bizyaev, Dmitry; Shetrone, Matthew		http://adsabs.harvard.edu/abs/2015ApJS..221...24S
1504.007	Perrin, Marshall D.; Long, Joseph; Sivaramakrishnan, Anand; Lajoie, Charles-Phillipe; Elliot, Erin; Pueyo, Laurent; Albert, Loic	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014SPIE.9143E..3XP";i:1;s:49:"http://adsabs.harvard.edu/abs/2012SPIE.8442E..3DP";}	
1501.004	Zonca, Andrea	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26C.....3...13Z";}	http://adsabs.harvard.edu/abs/2013A%26C.....3...13Z
1501.003	Zonca, Andrea	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010JInst...512001Z";}	http://adsabs.harvard.edu/abs/2010JInst...512001Z
1501.011	Weaver, Benjamin A.; Blanton, Michael R.; Brinkmann, Jon; Brownstein, Joel R.; Stauffer, Fritz	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015PASP..127..397W";}	
1501.012	Kenworthy, Matthew A.; Mamajek, Eric E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...800..126K";}	http://adsabs.harvard.edu/abs/2015ascl.soft01012K
1504.006	Staley, Tim D.		http://adsabs.harvard.edu/abs/2015A%26C....13...38S and http://adsabs.harvard.edu/abs/2015ascl.soft04006S
1504.005	Staley, Tim D.; Anderson, Gemma E.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13...38S";}	http://adsabs.harvard.edu/abs/2015ascl.soft04005S and http://adsabs.harvard.edu/abs/2015A%26C....13...38S
1502.017	Staley, Tim D.; Anderson, Gemma E.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13...38S";}	http://adsabs.harvard.edu/abs/2015A%26C....13...38S and http://adsabs.harvard.edu/abs/2015ascl.soft02017S
1501.013	Smette, A.; Kausch, W; Sana, H; Noll, S.; Horst, H.; Kimeswenger, S.; Barden, M; Szyszka, C.; Jones, A. M.; Gallene, A.; Vinther, J.; Ballester, P.; Kerber, F.	a:2:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...576A..77S";i:1;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...576A..78K";}	
1501.014	Bouché, N.; Carfantan, H.; Schroetter, I.; Michel-Dansac, L.; Contini, T.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015AJ....150...92B";}	Please see citation information here: http://galpak.irap.omp.eu/doc/acknowledgments.html
1501.015	Brewer, Brendon J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.448.3206B";}	
1501.016	Diemer, Benedikt	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...799..108D";}	
1502.014	Huppenkothen, Daniela; Brewer, Brendon J.; Hogg, David W.; Murray, Iain; Frean, Marcus	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...810...66H";}	
1502.018	Frutos-Alfaro, Francisco	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2001AmJPh..69..218A";}	
1502.001	Pereira, Tiago M. D.; Uitenbroek, Han	a:2:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...574A...3P";i:1;s:49:"http://adsabs.harvard.edu/abs/2001ApJ...557..389U";}	http://adsabs.harvard.edu/abs/2015A%26A...574A...3P, http://adsabs.harvard.edu/abs/2001ApJ...557..389U, and a link to https://github.com/ITA-Solar/rh
1502.004	Viikinkoski, Matti; Kaasalainen, Mikko; Durech, Josef	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...576A...8V";}	http://adsabs.harvard.edu/abs/2015A%26A...576A...8V
1502.005	Bretz, Hans-Peter; Erdmann, Martin; Schiffer, Peter; Walz, David; Winchen, Tobias	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014APh....54..110B";}	http://adsabs.harvard.edu/abs/2014APh....54..110B
1502.002	Granvik, Mikael; Virtanen, Jenni; Oszkiewicz, Dagmara; Muinonen, Karri	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2009M%26PS...44.1853G";}	http://adsabs.harvard.edu/abs/2009M%26PS...44.1853G
1502.006	Perkins, Simon; Marais, Patrick; Zwart, Jonathan; Natarajan, Iniyan; Tasse, Cyril; Smirnov, Oleg	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....12...73P";}	http://adsabs.harvard.edu/abs/2015A%26C....12...73P
1502.009	Pearce, Dave; Walter, Anton; Lupton, W. F.; Warren-Smith, Rodney F.; Lawden, Mike; McIlwrath, Brian; Peden, J. C. M.; Jenness, Tim; Draper, Peter W.	a:2:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2008StaUN..92.....W";i:1;s:54:"https://ui.adsabs.harvard.edu/#abs/2015A&C....12..221J";}	
1502.008	Dzifcáková, Elena; Dudík, Jaroslav; Kotrc, Pavel; Fárník, Frantisek; Zemanová, Alena	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJS..217...14D";}	
1502.010	Renaud, Florent	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.448.3416R";i:1;s:49:"http://adsabs.harvard.edu/abs/2011MNRAS.418..759R";}	http://adsabs.harvard.edu/abs/2011MNRAS.418..759R and/or http://adsabs.harvard.edu/abs/2015MNRAS.448.3416R, and a nice email is always appreciated
1502.011	Handley, W. J.; Hobson, M. P.; Lasenby, A. N.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.450L..61H";}	
1502.013	Altay, Gabriel	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....10...73A";}	
1711.019	Louden, Tom; Kreidberg, Laura	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017arXiv171100494L";}	
1502.019	Carboni-Méndez, Rodrigo; Frutos-Alfaro, Francisco	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2005JASTP..67.1809C";}	
1502.015	Lin, Chieh-An; Kilbinger, Martin	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...576A..24L";}	
1502.021	Bachetti, Matteo		http://adsabs.harvard.edu/abs/2015ascl.soft02021B
1503.001	Barentsen, Geert		http://adsabs.harvard.edu/abs/2015ascl.soft03001B
1506.009	Cranmer, Steven R.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ApJ...710..676C";}	
1505.007	Czekala, Ian; Andrews, Sean M.; Mandel, Kaisey S.; Hogg, David W.; Green, Gregory M.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...812..128C";}	http://adsabs.harvard.edu/abs/2015ApJ...812..128C
1502.023	Waters, Christopher Z.; Hollek, Julie K.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013PASP..125.1164W";}	
1509.006	Benítez Llambay, Pablo; Masset, Frédéric	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016arXiv160202359B";}	
1505.004	Montalto, M; Boué, G.; Oshagh, M.; Boisse, I.; Bruno, G; Santos, N.C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014MNRAS.444.1721M";}	
1503.002	Mulder, Wim	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....11...49M";}	
1503.003	Kang, Wonseok; Lee, Sang-Gak	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012MNRAS.425.3162K";}	
1503.010	Morton, Timothy D.		http://adsabs.harvard.edu/abs/2015ascl.soft03010M
1503.004	Grimm, Simon L.; Heng, Kevin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...808..182G";}	
1503.011	Morton, Timothy D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...809...25M";}	http://adsabs.harvard.edu/abs/2012ApJ...761....6M and http://adsabs.harvard.edu/abs/2015ascl.soft03011M
1509.007	Tassev, Svetlin; Eisenstein, Daniel J.; Wandelt, Benjamin D.; Zaldarriaga, Matias	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2015arXiv150207751T";}	https://ui.adsabs.harvard.edu/#abs/2013JCAP...06..036T and https://ui.adsabs.harvard.edu/#abs/2015arXiv150207751T
1504.021	Dumusque, Xavier; Boisse, I.; Santos, N. C.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...796..132D";}	
1505.005	EXOEarths Research Team	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...550A..53B";}	
1504.020	Mortier, A.; Faria, J. P.; Correia, C. M.; Santerne, A.; Santos, N. C.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...573A.101M";}	
1603.004	Million, Chase C.; Fleming, Scott W.; Shiao, Bernie; Loyd, Parke	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...833..292M";}	Please cite at least one of the following: http://adsabs.harvard.edu/abs/2016ApJ...833..292M, http://adsabs.harvard.edu/abs/2016ascl.soft03004M
1504.019	Figueira, Pedro; Humberto, Jorge; Faria, João	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2013A%26A...557A..93F";}	
1504.018	Selig, Marco; Ensslin, Torsten A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...574A..74S";}	
1504.001	Krone-Martins, Alberto; Moitinho, Andre	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...561A..57K";}	
1504.002	Reda, Ibrahim; Andreas, Afshin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2004SoEn...76..577R";}	
1504.017	Frutos Alfaro, Francisco; Grave, Frank; Müller, Thomas; Adis, Daria	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012JMPh....3.1882F";}	
1504.011	Konstantopoulos, I.S.; Green, A.W.; Cortese, L.; Foster, C.; Scott, N.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13...58K";}	
1504.015	Harrison, Christopher M.; Meiksin, Avery; Stock, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011arXiv1105.6208H";}	"This paper computed IGM transmission values using IGMtransmission, based on transmission curves of Meiksin (2006)" with a footnote to https://github.com/aamedinburgh/igmtransmission , and a citation to http://adsabs.harvard.edu/abs/2011arXiv1105.6208
1505.002	Perren, Gabriel	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...576A...6P";}	http://adsabs.harvard.edu/abs/2015A%26A...576A...6P
1510.007	Craig, M. W.; Crawford, S. M.; Deil, Christoph; Gomez, Carlos; Günther, Hans Moritz; Heidt, Nathan; Horton, Anthony; Karr, Jennifer; Nelson, Stefan; Ninan, Joe Phillip; Pattnaik, Punyaslok; Rol, Evert; Schoenell, William; Seifert, Michael; Singh, Sourav; Sipocz, Brigitta; Stotts, Connor; Streicher, Ole; Tollerud, Erik; Walker, Nathan; ccdproc contributors		http://adsabs.harvard.edu/abs/2015ascl.soft10007C
1504.014	Akeret, Joel	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015JCAP...08..043A";}	http://adsabs.harvard.edu/abs/2015JCAP...08..043A
1504.016	Wolfgang, Angie; Rogers, Leslie A.; Ford, Eric B.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJ...825...19W";}	http://adsabs.harvard.edu/abs/2016ApJ...825...19W
1905.013	SPARK Development Team	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..56D";}	
1505.008	Dell'Omodarme, Matteo; Valle, Giada	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...561A.125V";}	
1505.009	Dell'Omodarme, Matteo; Valle, Giada	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013arXiv1301.3695D";}	
1505.010	Ng, Pin T.; Maechler, Martin	a:1:{i:0;s:44:"https://doi.org/10.1177%2F1471082X0700700403";}	Please see citation information here: https://cran.r-project.org/web/packages/cobs/citation.html
1505.011	Stekhoven, Daniel J.	a:1:{i:0;s:45:"https://doi.org/10.1093/bioinformatics/btr597";}	Please see citation information here: https://cran.r-project.org/web/packages/missForest/citation.html
1505.012	Argudo-Fernández, M.; Duarte Puertas, S.; Verley, S.; Sabater, J.; Ruiz, J. E.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2017PASP..129e8005A";}	http://adsabs.harvard.edu/abs/2017PASP..129e8005A and http://adsabs.harvard.edu/abs/2015ascl.soft05012A
1506.010	Howarth, Ian D.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2002MNRAS.335..267H";}	
1506.008	Ngolè Mboula, F. M.; Starck, J.-L.; Ronayette, S.; Okumura, K.; Amiaux, J.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...575A..86N";}	http://adsabs.harvard.edu/abs/2015A%26A...575A..86N
1505.014	Kuegler, Dennis; Gianniotis, Nikolaos; Polsterer, Kai	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.451.3385K";}	
1505.013	Ishida, Emille E. O.; Vitenti, Sandro D. P.; Penna-Lima, Mariana; Trindade, Arlindo M.; Cisewski, Jessi; de Souza, Rafael M.; Cameron, Ewan; Busti, Vinicius C.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13....1I";}	http://adsabs.harvard.edu/abs/2015A%26C....13....1I
1505.016	Alonso, David	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2012arXiv1210.1833A";}	
1505.017	Avila Perez, Santiago; Murray, Steven	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.450.1856A";}	http://adsabs.harvard.edu/abs/2015MNRAS.450.1856A
1505.018	Ponthieu, Nicolas; Grain, Julien; Lagache, Guilaine	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011A%26A...535A..90P";}	
1505.019	Laidler, Victoria G.; Papovich, Casey; Grogin, Norman A.; Idzi, Rafal; Dickinson, Mark; Ferguson, Henry C.; Hilbert, Bryan; Clubb, Kelsey; Ravindranath, Swara	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2007PASP..119.1325L";}	
1601.020	Hovest, Wolfgang; Knoche, Jörg; Hell, Reinhard; Doerl, Uwe; Riller, Thomas; Matthai, Frank; Ensslin, Torsten; Rachen, Jörg; Robbers, Georg; Adorf, Hans-Martin; Reinecke, Martin; Bartelmann, Matthias	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010ASPC..434..143M";}	
1505.032	Reinecke, M.; Dolag, K.; Hell, R.; Bartelmann, M.; Ensslin, T. A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2006A%26A...445..373R";}	
1505.028	Junklewitz, H.; Bell, M. A.; Ensslin, T.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26A...586A..76J";}	
1506.007	Kuchar, P.; Ensslin, T. A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2011A%26A...529A..13K";}	
1507.013	Pires, Sandrine; Mathur, Savita; García, Rafael A.; Ballot, Jérôme; Stello, Dennis; Sato, Kumiko	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26A...574A..18P";}	http://adsabs.harvard.edu/abs/2015A%26A...574A..18P
1506.002	Gluscevic, Vera; McDermott, Samuel D.		http://adsabs.harvard.edu/abs/2016ascl.soft09016P, http://adsabs.harvard.edu/abs/2015JCAP...12..057G, http://adsabs.harvard.edu/abs/2013arXiv1308.6288A, https://inspirehep.net/record/1094068, and http://adsabs.harvard.edu/abs/2014PhRvD..89l3521G
1505.020	Iglesias-Marzoa, Ramón; López-Morales, Mercedes; Jesús Arévalo Morales, María	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015PASP..127..567I";}	http://adsabs.harvard.edu/abs/2015PASP..127..567I
1505.021	Dauser, Thomas	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2010MNRAS.409.1534D";i:1;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.430.1694D";}	
1509.004	Valkenburg, Wessel; Hu, Bin	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015JCAP...09..054V";}	
1505.023	Burns, Christopher R.; Stritzinger, Maximilian; Phillips, M. M.; Kattner, ShiAnne; Persson, S. E.; Madore, Barry F.; Freedman, Wendy L.; Boldt, Luis; Campillay, Abdo; Contreras, Carlos; Folatelli, Gaston; Gonzalez, Sergio; Krzeminski, Wojtek; Morrell, Nidia; Salgado, Francisco; Suntzeff, Nicholas B.	a:2:{i:0;s:49:"http://adsabs.harvard.edu/abs/2011AJ....141...19B";i:1;s:49:"http://adsabs.harvard.edu/abs/2014ApJ...789...32B";}	http://adsabs.harvard.edu/abs/2011AJ....141...19B; if using the new color model, please also cite http://adsabs.harvard.edu/abs/2014ApJ...789...32B
1505.027	Olamaie, Malak	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.446.1799O";}	http://adsabs.harvard.edu/abs/2015MNRAS.446.1799O, http://adsabs.harvard.edu/abs/2009MNRAS.398.1601F, http://adsabs.harvard.edu/abs/2008MNRAS.384..449F, and http://adsabs.harvard.edu/abs/2013arXiv1306.2144F
1505.024	Parviainen, Hannu	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.450.3233P";}	http://adsabs.harvard.edu/abs/2015MNRAS.450.3233P
1505.025	Bianco, Federica B.; Modjaz, Maryam; Oh, Seung Man; Fierroz, David; Liu, Yuqian; Kewley, Lisa; Graur, Or	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2016A%26C....16...54B";}	
1505.026	Tessore, Nicolas; Bellagamba, Fabio; Metcalf, R. Benton	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016MNRAS.463.3115T";}	http://adsabs.harvard.edu/abs/2016MNRAS.463.3115T
1505.029	Price, D. C.; Barsdell, B. R.; Greenhill, L. J.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....12..212P";}	http://adsabs.harvard.edu/abs/2015A%26C....12..212P
1505.030	Gallenne, A.; Mérand, A.; Kervella, P.; Monnier, J. D.; Schaefer, G. H.; Baron, F.; Breitfelder, J.; Le Bouquin, J. B.; Roettenbacher, R. M.; Gieren, W.; Pietrzynski, G.; McAlister, H.; ten Brummelaar, T.; Sturmann, J.; Sturmann, L.; Turner, N.; Ridgway, S.; Kraus, S.	a:1:{i:0;s:55:"https://ui.adsabs.harvard.edu/abs/2015A%26A...579A..68G";}	
1505.031	Blecic, Jasmina; Harrington, Joseph; Bowman, M. Oliver	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2016ApJS..225....4B";}	http://adsabs.harvard.edu/abs/2016ApJS..225....4B
1505.033	Morozova, V.; Ott, C. D.; Piro, A. L.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...814...63M";}	
1505.034	Brown, Edward F.		http://adsabs.harvard.edu/abs/2015ascl.soft05034B
1506.006	Bell, M. R; Ensslin, T. A.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2012A%26A...540A..80B";}	
1506.001	Wang, Jason J.; Ruffio, Jean-Baptise; De Rosa, Robert J.; Aguilar, Jonathan; Wolff, Schuyler G.; Pueyo, Laurent		http://adsabs.harvard.edu/abs/2015ascl.soft06001W
1506.005	Fonnesbeck, Chris; Patil, Anand; Huard, David; Salvatier, John	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013MNRAS.429.1981B";}	
1711.013	Whitney, Barbara A.; Wood, Kenneth; Bjorkman, J. E.; Cohen, Martin; Wolff, Michael J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2013ApJS..207...30W";}	
1507.019	VO-India team	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....11..126K";}	
1506.004	VanderPlas, Jacob T.; Ivezic, Zeljko	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...812...18V";}	Please see citation information here: https://github.com/astroml/gatspy/#Citing
1507.008	Barklem, P. S.; Piskunov, N.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2003IAUS..210P.E28B";}	http://doi.org/10.5281/zenodo.50215
1507.007	Barklem, P. S.; Anstee, S. D.; O'Mara, B. J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1998PASA...15..336B";}	http://adsabs.harvard.edu/abs/1998PASA...15..336B, http://adsabs.harvard.edu/abs/1995MNRAS.276..859A, http://adsabs.harvard.edu/abs/1997MNRAS.290..102B, http://adsabs.harvard.edu/abs/1998MNRAS.296.1057B, and http://doi.org/10.5281/zenodo.50216
1506.003	Marcos-Arenal, P.; Zima, W.; De Ridder, J.; Aerts, C.; Huygen, R.; Samadi, R.; Green, J.; Piotto, G.; Salmon, S.; Catala, C.; Rauer, H.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2014A%26A...566A..92M";}	http://adsabs.harvard.edu/abs/2014A%26A...566A..92M
1507.012	Bailey, Jeremy; Shortridge, Keith; Farrell, Tony	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/1993BAAS...25..954F";}	
1507.006	Moolekamp, Fred	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....13...50M";}	
1806.023	Owen, J. Michael	a:1:{i:0;s:54:"https://ui.adsabs.harvard.edu/#abs/2016Icar..269...50B";}	
1507.001	Di Teodoro, E. M.; Fraternali, F.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.451.3021D";}	
1507.002	Fellhauer, M.; Kroupa, P.; Baumgardt, H.; Bien, R.; Boily, C. M.; Spurzem, R.; Wassmer, N.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2000NewA....5..305F";}	
1507.004	Howlett, Cullan; Manera, Marc; Percival, Will J.	a:1:{i:0;s:51:"http://adsabs.harvard.edu/abs/2015A%26C....12..109H";}	http://adsabs.harvard.edu/abs/2015A%26C....12..109H
1507.005	Tsang, David; Galley, Chad R.; Stein, Leo C.; Turner, Alec	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015ApJ...809L...9T";}	
1507.011	Kamphuis, P.; Józsa, G. I. G.; Oh, S-. H.; Spekkens, K.; Urbancic, N.; Serra, P.; Koribalski, B. S.; Dettmar, R.-J.	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015MNRAS.452.3139K";}	
1711.017	Nun, Isadora; Protopapas, Pavlos; Sim, Brandon; Zhu, Ming; Dave, Rahul; Castro, Nicolas; Pichara, Karim	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2015arXiv150600010N";}	
1507.016	Lust, Nate B.; Britt, Daniel; Harrington, Joseph; Nymeyer, Sarah; Stevenson, Kevin B.; Ross, Emily L.; Bowman, William; Fraine, Jonathan	a:1:{i:0;s:49:"http://adsabs.harvard.edu/abs/2014PASP..126.1092L";}	
