ascl_id	credit	num_commas	num_semicolons	num_citations
1203.001	Broos, Patrick; Townsley, Leisa; Getman, Konstantin; Bauer, Franz	4	3	203
1203.002	Barden, Marco; Häußler, Boris; Peng, Chien Y.; McIntosh, Daniel H.; Guo, Yicheng	5	4	103
1203.003	Cooper, Michael C.; Newman, Jeffrey A.; Davis, Marc; Finkbeiner, Douglas P.; Gerke, Brian F.	5	4	497
1203.004	Barden, Marco; Jahnke, Knud; Häußler, Boris	3	2	35
1203.006	Alexander, Poul E. R.; Gieles, Mark	2	1	40
1203.007	Klimchuk, J. A.; Patsourakos, S.; Cargill, P. J.	3	2	229
1203.008	Tewes, Malte; Cantale, Nicolas; Courbin, Frédéric; Kitching, Thomas; Meylan, Georges	5	4	10
1203.009	Konstantinidis, Simos; Kokkotas, Kostas D.	2	1	11
1203.010	Monnerville, Mathias; Sémah, Gregory	2	1	1
1402.030	Zavala, Jesus; Afshordi, Niayesh	2	1	16
1203.011	Guy, Julien	1	0	489
1203.013	Shortridge, Keith	1	0	67
1204.001	Pauldrach, A. W. A.	1	0	139
1204.002	Siemiginowska, Aneta; Kashyap, Vinay; Refsdal, Brian; van Dyk, David; Connors, Alanna; Park, Taeyoung	6	5	2
1204.003	de Souza, Ronaldo Eustáquio; Gadotti, Dimitri Alexei; dos Anjos, Sandra	3	2	156
1204.004	Illenseer, Tobias	1	0	9
1204.005	Wolf, S.; Henning, T.; Stecklum, B.	3	2	142
1204.006	Silva, Laura; Granato, Gian Luigi	2	1	822
1204.007	Hawley, John; Blondin, John; Lindahl, Greg; Lufkin, Eric	4	3	96
1204.008	Harris, Jason; Zaritsky, Dennis	2	1	151
1204.009	Goosmann, René W.	1	0	52
1204.010	Koning, Nico; Steffen, Wolfgang	2	1	84
1204.012	Chéreau, Fabien	1	0	1
1204.013	Tricarico, Pasquale	1	0	1
1204.015	Riffel, Rogemar A.	1	0	45
1204.016	Pickles, Andrew	1	0	5
1204.017	Melchior, Peter; Viola, Massimo	2	1	87
1205.001	Slonina, Mariusz; Gozdziewski, Krzysztof; Migaszewski, Cezary	3	2	6
1205.002	Sandin, C.; Becker, T.; Roth, M. M.; Gerssen, J.; Monreal-Ibero, A.; Böhm, P.; Weilbacher, P.	7	6	55
1205.003	Köhler, Rainer; Jaffe, Walter	2	1	2
1205.004	Plez, B.	1	0	412
1205.005	Pence, William; Chai, Pan	2	1	12
1205.007	US Virtual Astronomical Observatory	0	0	6
1205.008	Ramachandran, Prabhu; Varoquaux, Gaël	2	1	39
1205.009	Sousa, Sérgio G.	1	0	204
1205.010	Le Petit, Franck; Roueff, Evelyne; Le Bourlot, Jacques; Nehmé, Cyrine	4	3	290
1205.011	ESAVO Team	0	0	2
1206.003	Science Software Branch of the Operations and Engineering Division at STScI	0	0	8
1206.005	Löckmann, Ulf	1	0	53
1206.006	Maschberger, Thomas	1	0	40
1206.007	Šubr, Ladislav	1	0	27
1206.008	Pflamm-Altenburg, Jan	1	0	292
1206.012	Eastman, Jason	1	0	442
1206.014	Kuehn, Kyler; Hupe, Ryan	2	1	0
1207.001	Eastman, Jason; Gaudi, B. Scott; Agol, Eric	3	2	286
1207.002	Spera, M.; Capuzzo Dolcetta, R.; Punzo, D.	3	2	49
1207.004	Robitaille, Thomas	1	0	116
1207.005	van Dokkum, Pieter G.; Bloom, J.; Tewes, Malte	3	2	914
1207.006	Pych, W.	1	0	80
1207.008	Candey, Robert M.; Schertenleib, Anton; Qian, Frances; Boller, Ryan; Diaz, Wanda; Harris, Bernard	6	5	0
1207.009	Barrett, Paul; Hsu, J. C.; Hanley, Chris; Taylor, James; Droettboom, Michael; Bray, Erik M.; Hack, Warren; Greenfield, Perry; Wyckoff, Eric; Jedrzejewski, Robert; De La Pena, Michele; Hodge, Phil	12	11	7
1207.010	Crawford, S. M.; Still, M.; Schellart, P.; Balona, L.; Buckley, D. A. H.; Gulbis, A. A. S.; Kniazev, A.; Kotze, M.; Loaring, N.; Nordsieck, K. H.; Pickering, T. E.; Potter, S.; Romero Colmenero, E.; Vaisanen, P.; Wiliams, T.; Zietsman, E.	16	15	85
1207.014	Nikolic, Bojan; Graves, Sarah F.; Bolton, Rosie C.; Richer, John S.	4	3	3
1208.001	Lang, Dustin; Hogg, David W.; Mierle, Keir; Blanton, Michael; Roweis, Sam	5	4	310
1208.002	Linnell, Albert P.; DeStefano, Paul; Hubeny, Ivan	3	2	7
1208.003	Laher, Russ	1	0	42
1208.004	Still, Martin; Barclay, Tom	2	1	87
1208.005	Ashdown, Mark; Aumont, Jonathan; Baccigalupi, Carlo; Banday, Anthony; Basak, Soumen; Bernard, Jean-Philippe; Betoule, Marc; Bouchet, François; Castex, Guillaume; Clements, Dave; Da Silva, Antonio; De Zotti, Gianfranco; Delabrouille, Jacques; Dickinson, Clive; Dodu, Fabrice; Dolag, Klaus; Elsner, Franz; Fauvet, Lauranne; Faÿ, Gilles; Giardino, Giovanna; Gonzalez-Nuevo, Joaquin; le Jeune, Maude; Leach, Samuel; Lesgourgues, Julien; Liguori, Michele; Macias, Juan; Massardi, Marcella; Matarrese, Sabino; Mazzotta, Pasquale; Melin, Jean-Baptiste; Miville-Deschênes, Marc-Antoine; Montier, Ludovic; Mottet, Sylvain; Paladini, Roberta; Partridge, Bruce; Piffaretti, Rocco; Prézeau, Gary; Prunet, Simon; Ricciardi, Sara; Roman, Matthieu; Schaefer, Bjorn; Toffolatti, Luigi	42	41	122
1208.006	Bard, Deborah; Bellis, Matthew; Allen, Mark T.; Yepremyan, Hasmik; Kratochvil, Jan M.	5	4	13
1208.007	Kelly, P. L.; von der Linden, A.; Applegate, D.; Allen, M.; Allen, S. W.; Burchat, P. R.; Burke, D. L.; Ebeling, H.; Capak, P.; Czoske, O.; Donovan, D.; Mantz, A.; Morris, R. G.	13	12	61
1208.008	Józsa, Gyula I. G.; Kenn, Franz; Oosterloo, Thomas A.; Klein, Ulrich	4	3	88
1208.009	Hales, C. A.; Murphy, T.; Curran, J. R.; Middelberg, E.; Gaensler, B. M.; Norris, R. P.	6	5	59
1208.010	Schulze-Hartung, Tim	1	0	3
1208.011	Fregeau, John	1	0	211
1208.012	Dindar, Saleh; Ford, Eric B.; Juric, Mario; Young, In Yeo; Gao, Jianwei; Boley, Aaron C.; Nelson, Benjamin; Peters, Jorg	8	7	7
1208.013	Freeland, S. L.; Handy, B. N.	2	1	347
1208.014	van der Holst, Bar; Keppens, Rony; Meliani, Zakaria; Porth, Oliver; van Marle, Allard Jan; Delmont, Peter; Xia, Chun	7	6	150
1208.015	Arber, T. D.; Longbottom, A. W.; Gerrard, C. L.; Milne, A. M.	4	3	221
1208.016	Hartman, Joel	1	0	55
1208.017	Robitaille, Thomas; Bressert, Eli	2	1	166
1208.018	Harnois-Deraps, Joachim; Pen, Ue-Li; Iliev, Ilian T.; Merz, Hugh; Emberson, J. D.; Desjacques, Vincent	6	5	76
1208.019	Markwardt, Craig	1	0	1570
1208.020	Kettenis, Mark; Sipior, Mike	2	1	125
1208.021	Mancone, Conor; Gonzalez, Anthony	2	1	78
1209.001	Scargle, Jeffrey D.; Norris, Jay P.; Jackson, Brad; Chiang, James	4	3	159
1209.003	Juric, Mario	1	0	11
1209.004	Maíz Apellániz, Jesús	1	0	112
1209.005	Gammie, Charles F.; McKinney, Jonathan C.; Tóth, Gábor	3	2	410
1209.006	Kipping, David M.	1	0	29
1209.007	Sousa, Sérgio G.; Santos, Nuno C.; Israelian, Garik	3	2	8
1209.008	Tanikawa, Ataru; Yoshikawa, Kohji; Nitadori, Keigo; Okamoto, Takashi	4	3	30
1209.009	Lahav, Ofer; Collister, Adrian A.	2	1	305
1209.010	Noordam, Jan E.; Smirnov, Oleg M.	2	1	65
1209.011	Kuzio de Naray, Rache; Arsenault, Cameron A.; Spekkens, Kristine; Sellwood, J. A.; McDonald, Michael; Simon, Joshua D.; Teuben, Peter	7	6	25
1209.012	Roussel, Hélène	1	0	226
1209.013	Schuster, Mike; Marengo, Massimo; Patten, Brian	3	2	76
1209.015	Fioc, Michel	1	0	4
1210.001	Cárdenas-Montes, Miguel; Ponce, Rafael	2	1	9
1210.002	Cappellari, Michele	1	0	1067
1210.003	Franzetti, Paolo; Scodeggio, Marco	2	1	19
1210.005	Paioro, Luigi; Franzetti, Paolo	2	1	149
1210.006	Da Rio, Nicola; Robberto, Massimo	2	1	14
1210.007	Fassò, Alberto; Ferrari, Alfredo; Ranft, Johannes; Sala, Paola; Mairani, Andrea; Empl, Anton; Sommerer, Florian; Cerutti, Francesco; Battistoni, Giuseppe; Roesler, Stefan; Vlachoudis, Vasilis; Patera, Vincenzo; Aarnio, P.; Möhring, J.-H.; Stevenson, G. R.; Zazula, J. M.	16	15	462
1210.008	Behroozi, Peter; Wechsler, Risa; Wu, Hao-Yi	3	2	541
1210.010	Becker, Matthew R.	1	0	43
1210.011	Behroozi, Peter S.; Wechsler, Risa H.; Wu, Hao-Yi; Busha, Michael T.; Klypin, Anatoly A.; Primack, Joel R.	6	5	242
1210.012	Bonneau, D.; Delfosse, X.; Clausse, J.-M.; Mourard, D.	4	3	163
1210.013	De Santis, C.; Grazian, A.; Fontana, A.; Santini, P.	4	3	36
1210.016	Space Telescope Science Institute	0	0	5
1210.017	Haakonsen, Christian Bernt; Turner, Monica L.; Tacik, Nick A.; Rutledge, Robert E.	4	3	25
1210.018	Meschiari, Stefano; Wolf, Aaron S.; Rivera, Eugenio; Laughlin, Gregory; Vogt, Steve; Butler, Paul	6	5	122
1210.020	ESO	0	0	36
1210.021	IRS Team at Cornell University	0	0	495
1210.022	Gammie, Charles F.; Guan, Xiaoyue	2	1	19
1210.023	Gammie, Charles F.	1	0	162
1210.024	Johnson, Bryan; Guan, Xiaoyue; Gammie, Charles F.	3	2	33
1210.025	Gammie, Charles F.; McKinney, Jonathan C.; Noble, Scott C.; Tóth, Gábor; Del Zanna, Luca	5	4	679
1210.026	Noble, Scott C.; Gammie, Charles F.; McKinney, Jonathan C.; Del Zanna, Luca	4	3	142
1210.027	Husemann, B.; Kamann, S.; Sandin, C.; Sánchez, S. F.; García-Benito, R.; Mast, D.	6	5	31
1210.028	Moore, Alexander; Quillen, Alice C.	2	1	12
1210.029	Gaburov, Evghenii; Harfst, Stefan; Portegies Zwart, Simon	3	2	101
1210.030	Wang, Sharon Xuesong; Wright, Jason T.	2	1	44
1210.031	Wright, Jason; Howard, Andrew	2	1	144
1211.001	Leistedt, Boris; McEwen, Jason	2	1	15
1211.003	Diehl, Steven; Statler, Thomas S.	2	1	726
1211.004	Statler, Thomas S.	1	0	38
1211.005	Kwan, Juliana; Bhattacharya, Suman; Heitmann, Katrin; Habib, Salman	4	3	32
1211.006	Cappellari, Michele; Copin, Yannick	2	1	591
1212.001	Bédorf, Jeroen; Gaburov, Evghenii; Portegies Zwart, Simon	3	2	11
1212.002	Getman, Konstantin; Feigelson, Eric; Broos, Patrick; Townsley, Leisa; Garmire, Gordon	5	4	41
1212.003	Groen, Derek; Rieder, Steven; Grosso, Paola; de Laat, Cees; Portegies Zwart, Simon	5	4	5
1212.004	Urban, J.; Baron, P.; Lautie, N.	3	2	44
1212.005	Skowron, J.; Gould, A.	2	1	21
1212.006	Kilbinger, Martin; Benabed, Karim; Cappé, Olivier; Coupon, Jean; Cardoso, Jean-François; Fort, Gersende; McCracken, Henry Joy; Prunet, Simon; Robert, Christian P.; Wraith, Darren	10	9	48
1212.007	Shamir, Lior	1	0	9
1212.008	Ruiz Cobo, B.; del Toro Iniesta, J. C.	2	1	506
1212.009	Hancock, P. J.; Murphy, T.; Gaensler, B. M.; Hopkins, A.; Curran, J. R.	5	4	136
1212.010	Kochukhov, Oleg	1	0	95
1212.011	STSCI Development Team	0	0	8
1212.012	Hahn, Joseph M.	1	0	9
1212.013	Liu, Teng; Tozzi, Paolo; Tundo, Elena; Moretti, A.; Wang, Jun-Xian; Rosati, Piero; Guglielmetti, Fabrizia	7	6	4
1212.014	Bell, Nathan; Hoberock, Jared	2	1	5
1212.015	Werner, Klaus; Dreizler, Stefan; Rauch, Thomas	3	2	162
1301.001	Bertin, Emmanuel	1	0	230
1302.002	Houck, John C.; Davis, John E.; Huenemoerder, David; Dewey, Dan; Nowak, Mike; Davis, David S.	6	5	335
1302.003	Chiozzi, Gianluca; Šekoranja, Matej	2	1	6
1302.006	Skinner, M. Aaron; Ostriker, Eve C.	2	1	38
1302.007	Gong, Hao; Ostriker, Eve C.	2	1	63
1302.008	Béthermin, M.; Dole, H.; Cousin, M.; Bavouzet, N.	4	3	53
1302.009	Bavouzet, Nicolas; Beelen, Alexandre; Bethermin, Matthieu; Dole, Herve; Ponthieu, Nicolas	5	4	53
1302.010	Masci, Frank	1	0	47
1302.011	Mucciarelli, A.; Pancino, E.; Lovisi, L.; Ferraro, F. R.; Lapenna, E.	5	4	73
1302.012	Freitag, Marc Dewi	1	0	62
1302.013	Selig, Marco; Bell, Michael R.; Junklewitz, Henrik; Oppermann, Niels; Reinecke, Martin; Greiner, Maksim; Pachajoa, Carlos; Ensslin, Torsten A.	8	7	48
1302.014	Bundy, Kevin; Hogg, David W.; Higgs, Tim D.; Nichol, Robert C.; Yasuda, Naoki; Masters, Karen L.; Lang, Dustin; Wake, David A.	8	7	11
1302.015	Sousbie, Thierry	1	0	274
1302.016	Bovy, Jo; Hennawi, Joseph F.; Hogg, David W.; Myers, Adam D.; Kirkpatrick, Jessica A.; Schlegel, David J.; Ross, Nicholas P.; Sheldon, Erin S.; McGreer, Ian D.; Schneider, Donald P.; Weaver, Benjamin A.	11	10	144
1302.017	European Southern Observatory	0	0	6
1303.001	Levison, Harold F.; Duncan, Martin J.	2	1	659
1303.002	Foreman-Mackey, Daniel; Conley, Alex; Meierjurgen Farr, Will; Hogg, David W.; Lang, Dustin; Marshall, Phil; Price-Whelan, Adrian; Sanders, Jeremy; Zuntz, Joe	9	8	2775
1303.003	Akeret, Joël; Seehars, Sebastian; Amara, Adam; Refregier, Alexandre; Csillaghy, André	5	4	43
1303.006	Viti, Serena	1	0	21
1303.007	Bélanger, Geneviève; Boudjema, Fawzi; Pukhov, Alexander; Semenov, Andrei	4	3	290
1303.009	Möller, T.; Bernst, I.; Panoglou, D.; Muders, D.; Ossenkopf, V.; Röllig, M.; Schilke, P.	7	6	23
1303.010	Kjurkchieva, D.; Dimitrov, D.; Vladev, A.; Yotov, V.	4	3	11
1303.012	Huenemoerder, David; Nowak, Mike; Dewey, Dan; Schulz, Norbert; Mitschang, Arik	5	4	3
1303.013	Khatri, Rishi; Sunyaev, Rashid	2	1	71
1303.014	Hurley, Jarrod R.; Tout, Christopher A.; Pols, Onno R.	3	2	926
1303.015	Hurley, Jarrod R.; Pols, Onno R.; Tout, Christopher A.	3	2	1031
1303.016	Yamauchi, Chisato	1	0	5
1303.017	Friedel, Douglas	1	0	0
1303.019	Marganian, P.; Garwood, R. W.; Braatz, J. A.; Radziwill, N. M.; Maddalena, R. J.	5	4	23
1303.020	Jeschke, Eric	1	0	3
1303.022	Sotomayor-Beltran, C.; Sobey, C.; Hessels, J. W. T.; de Bruyn, G.; Noutsos, A.; Alexov, A.; Anderson, J.; Asgekar, A.; Avruch, I. M.; Beck, R.; Bell, M. E.; Bell, M. R.; Bentum, M. J.; Bernardi, G.; Best, P.; Birzan, L.; Bonafede, A.; Breitling, F.; Broderick, J.; Brouw, W. N.; Brueggen, M.; Ciardi, B.; de Gasperin, F.; Dettmar, R.-J.; van Duin, A.; Duscha, S.; Eisloeffel, J.; Falcke, H.; Fallows, R. A.; Fender, R.; Ferrari, C.; Frieswijk, W.; Garrett, M. A.; Griessmeier, J.; Grit, T.; Gunst, A. W.; Hassall, T. E.; Heald, G.; Hoeft, M.; Horneffer, A.; Iacobelli, M.; Juette, E.; Karastergiou, A.; Keane, E.; Kohler, J.; Kramer, M.; Kondratiev, V. I.; Koopmans, L. V. E.; Kuniyoshi, M.; Kuper, G.; van Leeuwen, J.; Maat, P.; Macario, G.; Markoff, S.; McKean, J. P.; Mulcahy, D. D.; Munk, H.; Orru, E.; Paas, H.; Pandey-Pommier, M.; Pilia, M.; Pizzo, R.; Polatidis, A. G.; Reich, W.; Roettgering, H.; Serylak, M.; Sluman, J.; Stappers, B. W.; Tagger, M.; Tang, Y.; Tasse, C.; ter Veen, S.; Vermeulen, R.; van Weeren, R. J.; Wijers, R. A. M. J.; Wijnholds, S. J.; Wise, M. W.; Wucknitz, O.; Yatawatta, S.; Zarka, P.	80	79	60
1303.023	STScI development Team	0	0	26
1303.024	Kurucz, Robert L.	1	0	240
1303.026	Brandt, Tim	1	0	45
1303.027	Seikel, Marina; Clarkson, Chris; Smith, Mathew	3	2	125
1303.028	Orlando, Elena; Strong, Andrew W.	2	1	7
1303.030	Jonsson, Patrik	1	0	224
1304.001	Mighell, Kenneth J.	1	0	11
1304.002	Greenfield, Perry; Robitaille, Thomas; Tollerud, Erik; Aldcroft, Tom; Barbary, Kyle; Barrett, Paul; Bray, Erik; Crighton, Neil; Conley, Alex; Conseil, Simon; Davis, Matt; Deil, Christoph; Dencheva, Nadia; Droettboom, Michael; Ferguson, Henry; Ginsburg, Adam; Grollier, Frédéric; Moritz Günther, Hans; Hanley, Chris; Hsu, J. C.; Kerzendorf, Wolfgang; Kramer, Roban; Lian Lim, Pey; Muna, Demitri; Nair, Prasanth; Price-Whelan, Adrian; Shiga, David; Singer, Leo; Taylor, James; Turner, James; Woillez, Julien; Zabalza, Victor	32	31	2603
1304.003	Huertas-Company, Marc	1	0	86
1304.004	Thompson, Susan; Mullally, Fergal	2	1	28
1304.005	Neyrinck, Mark; Hamilton, Andrew J. S.; Gnedin, Nickolay Y.	3	2	249
1304.007	Krumholz, Mark R.	1	0	29
1304.008	Thoul, Anne	1	0	385
1304.011	Carrasco Kind, Matias; Brunner, Robert	2	1	118
1304.012	Falck, Bridget	1	0	64
1304.013	Rasera, Yann	1	0	148
1304.015	Pen, Ue-Li; Arras, Phil; Wong, ShingKwong	3	2	41
1304.017	Chluba, Jens; Thomas, Rajat Mani	2	1	97
1304.018	Chluba, Jens; Switzer, Eric; Nagai, Daisuke; Sazonov, Sergey; Nelson, Kaylea	5	4	59
1304.022	Carlson, Jordan	1	0	159
1305.002	Pontzen, Andrew; Roškar, Rok; Stinson, Greg; Woods, Rory	4	3	99
1305.003	Bode, Paul	1	0	49
1305.004	Colombi, S.	1	0	188
1305.005	Stadel, Joachim	1	0	297
1305.007	Monaco, Pierluigi; Theuns, Tom	2	1	60
1305.008	Yang, Xiaolin; Wang, Jiancheng	2	1	17
1305.009	Jefferys, William; McArthur, Barbara; McCartney, James	3	2	67
1305.011	Wood, Matthew A.; Dolence, J.	2	1	5
1305.012	Bouchet, François R.; Doré, Olivier; Teyssier, Romain; Vibert, Didier	4	3	66
1305.013	Brown, Iain A.	1	0	0
1305.014	Hollis, M. D. J.; Tessenyi, M.; Tinetti, G.	3	2	0
1305.015	Parkinson, Hannah; Cole, Shaun; Helly, John	3	2	189
1306.001	Griffiths, Mike; Fedun, Viktor; Mumford, Stuart; Gent, Frederick	4	3	36
1306.002	Dolence, Joshua C.; Gammie, Charles F.; Moscibrodzka, Monika; Leung, Po Kin	4	3	63
1306.003	Leung, Po Kin; Gammie, Charles F.; Noble, Scott C.	3	2	24
1306.004	Gouttebroze, P.; Labrosse, N.	2	1	153
1306.005	Conroy, M. A.; Deponte, J.; Moran, J. F.; Orszak, J. S.; Roberts, W. P.; Schmidt, D.	6	5	5
1306.006	Park, T.; Kashyap, V. L.; Siemiginowska, A.; van Dyk, D.; Zezas, A.; Heinke, C.; Wargelin, B. J.	7	6	168
1306.009	Elahi, Pascal Jahan	1	0	40
1306.010	Hobson, M. P.; Maisinger, Klaus	2	1	63
1306.011	Fendt, Chad; Wandelt, Benjamin	2	1	64
1306.013	Leung, Po Kin; Gammie, Charles F.; Noble, Scott C.	3	2	24
1306.014	Stone, James M.; Norman, Michael L.	2	1	2092
1306.015	McKinney, Jonathan C.; Gammie, Charles F.	2	1	45
1306.016	Aldcroft, Tom	1	0	3
1307.001	Compiègne, M.; Verstraete, L.; Jones, A.; Bernard, J.-P.; Boulanger, F.; Flagey, N.; Le Bourlot, J.; Paradis, D.; Ysard, N.	9	8	221
1307.002	Audren, Benjamin; Lesgourgues, Julien; Benabed, Karim; Prunet, Simon	4	3	228
1307.004	Ringeval, Christophe	1	0	23
1307.005	Wayth, Randall	1	0	25
1307.007	Garrido, Julian; Soiland-Reyes, Stian; Ruiz, Jose Enrique; Sanchez, Susana	4	3	8
1307.008	Cotton, Bill	1	0	78
1307.009	Kipping, David M.; Spiegel, David S.; Sasselov, Dimitar D.	3	2	13
1307.010	Reid, Beth	1	0	162
1307.011	Peterson, John R.; Jernigan, J. Garrett	2	1	27
1307.012	Groves, Brent; Allen, Mark	2	1	31
1307.014	Massey, Richard; Refregier, Alexandre	2	1	324
1307.015	Massey, Richard; Stoughton, Chris; Leauthaud, Alexie; Rhodes, Jason; Koekemoer, Anton; Ellis, Richard; Shaghoulian, Edgar	7	6	101
1307.016	Bernstein, Gary; Khushalani, Bharat	2	1	102
1307.017	Szydagis, M.; Barry, N.; Kazkaz, K.; Mock, J.; Stolp, D.; Sweany, M.; Tripathi, M.; Uvarov, S.; Walsh, N.; Woods, M.	10	9	2457
1307.018	Bernstein, Gary	1	0	13
1307.019	Carrillo, Rafael E.; McEwen, Jason D.; Wiaux, Yves	3	2	63
1307.020	Carrillo, R. E.; McEwen, J. D.; Van De Ville, D.; Thiran, J.-P.; Wiaux, Y.	5	4	24
1308.001	Vasiliev, Eugene	1	0	30
1308.002	Vasiliev, Eugene; Merritt, David	2	1	45
1308.003	Goldberg, Dave; Gott, J. Richard, III	3	1	3
1308.004	Marshall, P. J.; Hobson, M. P.; Gull, S. F.; Bridle, S. L.	4	3	67
1308.007	Thomas, R. C.	1	0	106
1308.008	Thomas, R. C.	1	0	109
1308.009	Cordier, D.; Lebreton, Y.; Goupil, M.-J.; Lejeune, T.; Beaulieu, J.-P.; Arenou, F.	6	5	21
1308.010	Townsend, R. H. D.; Teitler, S.	2	1	109
1308.011	Kovacs, Attila	1	0	44
1308.012	Pontoppidan, Klaus; Dullemond, Kees	2	1	30
1308.013	Schirmer, Mischa	1	0	269
1308.014	Mewe, R.; Kaastra, J. S.; Nieuwenhuijzen, H.	3	2	349
1308.015	Yoachim, Peter	1	0	21
1308.016	Mueller, Daniel; Dimitoglou, George; Caplins, Benjamin; Garcia Ortiz, Juan Pablo; Wamsler, Benjamin; Hughitt, Keith; Alexanderian, Alen; Ireland, Jack; Amadigwe, Desmond; Fleck, Bernhard	10	9	11
1308.017	Dere, Ken	1	0	214
1308.018	Deen, Casey	1	0	7
1309.002	Deeg, Hans J.	1	0	28
1309.004	Budavári, Tamás; Dobos, László; Fekete, György; Gray, Jim; Szalay, Alex	5	4	22
1309.005	Johnson, Seth	1	0	22
1309.006	Kale, Sonali; Vijayaraman, T. M.; Kembhavi, Ajit; Krishnan, P. R.; Navelkar, Amey, Hedge, Hrishikesh; Kulkarni, Pallavi; Balaji, K. D.	9	6	4
1309.007	Urunkar, Nilesh; Kembhavi, Ajit K.; Navelkar, Ameya; Pandya, Jagruti; Moosani, Vivekananda; Nair, Prameela; Shaikh, Mohasin	7	6	0
1309.008	VOStat Development Group	0	0	1
1310.001	Jenness, Tim; Economou, Frossie; Cavanagh, Brad; Currie, Malcolm J.; Gibb, Andy	5	4	69
1310.002	Guillet, Thomas; Chapon, Damien; Labadens, Marc	3	2	12
1310.003	Hom, Erik; Haase, Sebastian; Marchis, Franck	3	2	25
1310.004	Carbillet, Marcel; Fini, Luca; Anconelli, Barbara; Desiderà, Gabriele; La Camera, Andrea; Bertero, Mario; Boccacci, Patrizia	7	6	27
1310.005	Bourgès, Laurent; Mella, Guillaume; Lafrasse, Sylvain; Duvert, Gilles	4	3	3
1310.006	Bourke, Stephen; van Langevelde, Huib Jan; Torstensson, Karl; Golden, Aaron	4	3	1
1310.007	Jenness, Tim; Chapin, Edward L.; Berry, David S.; Gibb, Andy G.; Tilanus, Remo P. J.; Balfour, Jennifer; Tilanus, Vincent; Currie, Malcolm J.	8	7	179
1311.001	SciDB Team	0	0	1
1311.002	Sainio, Jani	1	0	13
1311.003	Kümmel, Martin; Haase, Jonas	2	1	0
1311.004	Baluev, Roman V.	1	0	16
1311.005	Martin, P. G.	1	0	161
1311.006	CIAO Development Team	0	0	480
1311.007	Berry, David S.; Reinhold, K.; Jenness, Tim; Economou, Frossie	4	3	67
1311.009	Chluba, Jens	1	0	181
1311.011	Hahn, Oliver; Abel, Tom	2	1	315
1311.012	Hirata, Christopher M.; Gehrels, Neil; Kneib, Jean-Paul; Kruk, Jeffrey; Rhodes, Jason; Wang, Yun; Zoubian, Julien	7	6	9
1312.001	Peck, Luke W.; Fenech, Danielle M.	2	1	15
1312.002	Shamir, Lior; Orlov, Nikita; Eckley, D. Mark; Macura, Tomasz; Johnston, Josiah; Goldberg, Ilya	6	5	22
1312.003	Rowe, Barnaby	1	0	25
1312.004	Weinberg, Martin D.	1	0	5
1312.005	XAssist Development Team	0	0	39
1312.006	Drory, Niv; Gössl, Claus A.; Snigula, Jan	3	2	1
1312.007	Graff, Philip; Feroz, Farhan	2	1	89
1312.008	Graff, Philip; Feroz, Farhan	2	1	84
1312.009	Drory, Niv	1	0	7
1312.010	Bland-Hawthorn, Joss; Ellis, Simon	2	1	28
1312.011	Nurgaliev, Daniyar	1	0	17
1312.012	Hazra, Dhiraj Kumar; Sriramkumar, L.; Martin, Jerome	3	2	76
1312.013	Watkins, Laura L.; den Brok, Mark	2	1	36
1312.014	Hardy, Stephen J.	1	0	3
1401.001	Belleman, Robert; Bédorf, Jeroen; Portegies Zwart, Simon F.	3	2	136
1401.002	Morley, Steve; Koller, Josef; Welling, Dan; Larsen, Brian; Niehof, Jon	5	4	4
1401.003	Maisala, Sami; Oittinen, Tero	2	1	3
1401.004	ESO Reflex development Team	0	0	202
1401.005	Hack, Warren; Blakeslee, John; Meurer, Gerhardt; Hook, Richard	4	3	4
1401.006	Aniano, Gonzalo J.	1	0	225
1401.009	Fang, Wenjuan; Hu, Wayne; Lewis, Antony	3	2	305
1401.010	SunPy Development Team	0	0	50
1402.001	Kawasaki, Wataru	1	0	7
1402.003	Ubeda, Leonardo; Davis, Matt; Diaz, Rosa; Hammer, Derek; Philippe-Lajoie, Charles; Le Blanc, Tommy; Lim, Pey-Lian; Viana, Alex	8	7	0
1402.004	Graham, Matthew; Plante, Ray; Tody, Doug; Fitzpatrick, Mike	4	3	1
1402.005	Boch, Thomas	1	0	501
1402.007	Draper, Peter W.	1	0	13
1402.008	Castro-Neves, Margarida; Draper, Peter W.	2	1	11
1402.009	Rowe, Barney; Jarvis, Mike; Mandelbaum, Rachel	3	2	112
1402.010	ESO CPL Development Team	0	0	4
1402.011	Grassi, Tommaso; Bovino, Stefano; Prieto, Joaquín; Seifried, Daniel; Simoncini, Eugenio; Gianturco, Francesco; Schleicher, Dominik	7	6	94
1402.012	Newman, Jeffrey A.; Moster, Benjamin P.	2	1	55
1402.013	Cassis Team At Cesr/Irap	0	0	6
1402.014	Jørgensen, Jes; Brinch, Christian; Girart, Josep Miquel; Padovani, Marco; Frau, Pau; Schaaf, Reinhold; Kuiper, Rolf; Bertoldi, Frank; Hogerheijde, Michiel; Juhasz, Attila; Vlemmings, Wouter	11	10	8
1402.015	Westmeier, Tobias; Jurek, Russell; Obreschkow, Danail; Koribalski, Bärbel S.; Staveley-Smith, Lister	5	4	21
